,0
3500,HeldToMaturitySecurities
3501,HeldToMaturitySecuritiesDebtMaturitiesFairValue
3502,HeldToMaturitySecuritiesDebtMaturitiesNetCarryingAmount
3503,HeldToMaturitySecuritiesDebtMaturitiesWithinOneYearFairValue
3504,HeldToMaturitySecuritiesDebtMaturitiesWithinOneYearNetCarryingAmount
3505,HeldToMaturitySecuritiesFairValue
3506,HeldtomaturitySecuritiesUnrecognizedHoldingGain
3518,MarketableSecurities
3520,OtherInventory
3521,ProceedsFromSaleAndCollectionOfNotesReceivable
3526,StandardProductWarrantyAccrualCurrent
3527,StandardProductWarrantyAccrualPayments
3528,StandardProductWarrantyAccrualWarrantiesIssued
3535,DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent
3550,VariableInterestEntityOwnershipPercentage
3557,DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent
3562,ProceedsFromIncomeTaxRefunds
3570,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent
3576,StockholdersEquityOther
3579,CustomerRefundLiabilityCurrent
3581,ProceedsFromSaleAndCollectionOfMortgageNotesReceivable
3586,DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentCurrent
3587,DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNoncurrent
3588,GainLossOnSaleOfInvestments
3591,InterestReceivableNoncurrent
3594,ProceedsFromSaleOfInvestmentProjects
3595,TaxesPayableCurrent
3608,ProceedsFromCollectionOfRetainedInterestInSecuritizedReceivables
3609,ProceedsFromSaleOfPropertyHeldForSale
3648,EffectiveIncomeTaxRateReconciliationTaxCreditsResearch
3654,IncreaseDecreaseInSecurityDeposits
3681,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued
3705,IncreaseDecreaseInDeferredLiabilities
3723,DeferredTaxAssetsCharitableContributionCarryforwards
3731,NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfAdoptionQuantification
3737,PrepaidExpenseNoncurrent
3743,AccountsReceivableRelatedParties
3748,AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositionsGreaterThanOrEqualToOneYear
3750,CashCashEquivalentsAndShortTermInvestments
3753,GainLossOnDispositionOfIntangibleAssets
3758,PaymentsToDevelopSoftware
3759,ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans
3761,ProceedsFromStockPlans
3764,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerNumberOfPositions
3769,NoninterestExpenseOfferingCost
3790,UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic
3806,DueToOfficersOrStockholdersCurrent
3807,DueToOfficersOrStockholdersCurrentAndNoncurrent
3809,DueToOtherRelatedPartiesCurrentAndNoncurrent
3815,IncreaseDecreaseInAccruedSalaries
3826,OtherExpenses
3827,OtherLaborRelatedExpenses
3834,OtherNonrecurringIncomeExpense
3835,AccountsPayableRelatedPartiesCurrent
3841,CurrentFederalStateAndLocalTaxExpenseBenefit
3844,IncomeTaxEffectsAllocatedDirectlyToEquity
3847,IncreaseDecreaseInBookOverdrafts
3863,DeferredTaxAssetsTaxDeferredExpenseOther
3869,NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest
3876,NotionalAmountOfInterestRateCashFlowHedgeDerivatives
3886,DividendPaymentRestrictionsScheduleAmountsPaid
3918,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease
3923,OtherSellingGeneralAndAdministrativeExpense
3948,AdditionsToNoncurrentAssets
3958,CommonStockValueOutstanding
3972,DeferredTaxAssetsOperatingLossCarryforwardsDomestic
3973,DeferredTaxAssetsOperatingLossCarryforwardsForeign
3989,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition
3992,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities
3993,FairValueHedgeLiabilitiesAtFairValue
4009,LiabilitiesOtherThanLongtermDebtNoncurrent
4013,NoncurrentAssets
4014,OperatingLeasesIncomeStatementContingentRevenue
4016,OperatingLeasesIncomeStatementMinimumLeaseRevenue
4017,OperatingLeasesRentExpenseContingentRentals
4018,OperatingLeasesRentExpenseMinimumRentals
4027,RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity
4030,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriodWeightedAverageGrantDateFairValue
4044,UndistributedEarningsAllocatedToParticipatingSecurities
4050,AccrualForTaxesOtherThanIncomeTaxesCurrent
4052,AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax
4055,AssetsOfDisposalGroupIncludingDiscontinuedOperation
4059,DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate
4062,DerivativeLiabilityNotionalAmount
4065,DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents
4066,DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets
4070,LineOfCreditFacilityCurrentBorrowingCapacity
4075,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax
4076,OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostsCreditArisingDuringPeriodNetOfTax
4077,OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicBenefitCostBeforeTax
4079,OtherComprehensiveIncomeLossBeforeTax
4083,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax
4086,OtherComprehensiveIncomeLossTax
4087,OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostBeforeTax
4088,OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax
4089,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax
4090,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax
4092,RetainedEarningsAppropriated
4094,SignificantAcquisitionsAndDisposalsAcquisitionCostsOrSaleProceeds
4095,SignificantAcquisitionsAndDisposalsGainLossOnSaleOrDisposalPretax
4096,StockIssuedDuringPeriodSharesTreasuryStockReissued
4099,GoodwillTranslationAdjustments
4106,NotionalAmountOfForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments
4107,NumberOfStores
4126,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax
4130,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized
4132,SquareFootageOfRealEstateProperty
4133,SubsidiaryOrEquityMethodInvesteeCumulativePercentageOwnershipAfterAllTransactions
4134,UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward
4136,ValueAddedTaxReceivable
4138,ValueAddedTaxReceivableNoncurrent
4140,AreaOfRealEstateProperty
4142,PaymentsForHedgeFinancingActivities
4152,DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax
4158,LandUnderPurchaseOptionsNotRecorded
4161,PaymentsForOtherTaxes
4162,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax
4165,AccumulatedCapitalizedInterestCosts
4166,AssetsDisposedOfByMethodOtherThanSaleInPeriodOfDispositionGainLossOnDisposition1
4169,DebtWeightedAverageInterestRate
4170,DefinedBenefitPlanActuarialGainLoss
4171,DefinedBenefitPlanAmortizationOfPriorServiceCostCredit
4172,DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax
4173,DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax
4174,DefinedBenefitPlanInterestCost
4175,DerivativeAssetsNoncurrent
4177,DerivativeGainOnDerivative
4189,DefinedContributionPlanEmployerMatchingContributionPercentOfMatch
4192,IncreaseDecreaseInIncomeTaxes
4194,NetRentableArea
4196,PurchaseCommitmentRemainingMinimumAmountCommitted
4200,DefinedBenefitPlanExpectedAmortizationOfGainLossNextFiscalYear
4201,DefinedBenefitPlanExpectedAmortizationOfPriorServiceCostCreditNextFiscalYear
4203,IntangibleAssetsNetIncludingGoodwill
4204,OtherAssetImpairmentCharges
4213,FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear
4220,IncomeTaxReconciliationRepatriationOfForeignEarnings
4221,IncreaseDecreaseInFairValueOfInterestRateFairValueHedgingInstruments1
4223,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest
4224,OtherComprehensiveIncomeLossTaxPortionAttributableToParent1
4225,OtherFiniteLivedIntangibleAssetsGross
4226,OtherIntangibleAssetsNet
4228,OtherRestrictedAssetsCurrent
4229,OtherRestrictedAssetsNoncurrent
4230,PaymentsToAcquireBusinessesGross
4231,PaymentsToAcquireLongtermInvestments
4234,ProceedsFromSaleOfShortTermInvestments
4235,RestrictedCashAndInvestmentsCurrent
4236,RestrictedCashAndInvestmentsNoncurrent
4237,SelfInsuranceReserve
4238,ShareBasedCompensationArrangementByShareBasedPaymentAwardAcceleratedCompensationCost
4241,ValuationAllowancesAndReservesReservesOfBusinessesAcquired
4244,OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsAndTax
4245,RestrictedCashCurrent
4246,RestrictedCashNoncurrent
4268,ProceedsFromSaleOfLongtermInvestments
4280,AssetsNoncurrent
4287,DebtInstrumentConvertibleInterestExpense
4293,ImpairmentOfInvestments
4296,IncreaseDecreaseInCustomerAdvancesAndDeposits
4318,PreferredStockValueOutstanding
4319,ProceedsFromRepaymentsOfNotesPayable
4331,CapitalizedComputerSoftwareAccumulatedAmortization
4333,DepositsAssetsNoncurrent
4342,NotesPayableRelatedPartiesCurrent
4401,PropertyPlantAndEquipmentOtherAccumulatedDepreciation
4409,AdjustmentsToAdditionalPaidInCapitalMarkToMarket
4410,CapitalUnitsAuthorized
4412,ConvertibleNotesPayable
4413,ConvertibleNotesPayableCurrent
4415,DebtConversionConvertedInstrumentSharesIssued1
4416,DebtInstrumentConvertibleConversionPrice1
4426,EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent
4441,ProceedsFromSaleOfOtherInvestments
4459,LoansPayable
4462,PaymentsForRepurchaseOfConvertiblePreferredStock
4464,ProceedsFromBankDebt
4478,ProceedsFromRoyaltiesReceived
4496,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings
4519,ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments
4524,RevenueFromRelatedParties
4528,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsWeightedAverageVolatilityRate
4540,UnrecognizedTaxBenefitsDecreasesResultingFromCurrentPeriodTaxPositions
4562,ConvertiblePreferredStockSharesIssuedUponConversion
4564,DeferredRentCreditCurrent
4598,TemporaryEquityLiquidationPreference
4603,WorkersCompensationLiabilityCurrent
4621,EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent
4624,FairValueAssetsLevel1ToLevel2TransfersAmount
4625,FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3
4655,AccountsAndOtherReceivablesNetCurrent
4664,IncreaseDecreaseInAccountsAndOtherReceivables
4674,FairValueAssetsLevel2ToLevel1TransfersAmount
4675,FairValueLiabilitiesLevel1ToLevel2TransfersAmount
4676,FairValueLiabilitiesLevel2ToLevel1TransfersAmount
4677,OtherSalesRevenueNet
4682,InterestAndOtherIncome
4689,ContractWithCustomerLiabilityCurrent
4690,ContractWithCustomerLiabilityNoncurrent
4692,RestructuringAndRelatedCostNumberOfPositionsEliminatedInceptionToDate
4693,RestructuringAndRelatedCostNumberOfPositionsEliminatedPeriodPercent
4694,RestructuringCharges
4695,RestructuringReserve
4700,AssetsHeldForSaleNotPartOfDisposalGroupCurrent
4708,PaymentsForRestructuring
4709,RestructuringReserveSettledWithoutCash2
4723,DividendsPreferredStockCash
4729,GainLossOnSaleOfMortgageLoans
4746,InterestExpenseSecuritiesSoldUnderAgreementsToRepurchase
4748,InterestExpenseSubordinatedNotesAndDebentures
4764,NoninterestExpensePrintingAndFulfillment
4770,OtherRevenueExpenseFromRealEstateOperations
4771,OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNetAvailableforsaleSecurities
4772,OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNetHeldtomaturitySecurities
4781,PreferredStockAccretionOfRedemptionDiscount
4782,PreferredStockDividendsAndOtherAdjustments
4786,ProceedsFromPaymentsForInSecuritiesSoldUnderAgreementsToRepurchase
4814,DeferredCompensationArrangementWithIndividualCompensationExpense
4821,DilutiveSecurities
4825,FederalFundsPurchased
4827,FeesAndCommissionsDebitCards
4828,FinancingReceivableAllowanceForCreditLosses
4848,MerchantDiscountFees
4853,OperatingLeasesRentExpenseSubleaseRentals1
4855,OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent
4857,OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent
4861,OtherComprehensiveIncomeLossReclassificationAdjustmentForWriteDownOfSecuritiesIncludedInNetIncomeTax
4862,OtherComprehensiveIncomeLossReclassificationAdjustmentForWritedownOfSecuritiesIncludedInNetIncomeNetOfTax
4863,OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax
4864,OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax
4866,OtherComprehensiveIncomeReclassificationAdjustmentForHeldToMaturityTransferredToAvailableForSaleSecuritiesBeforeTax
4883,SubordinatedDebt
4885,TimeDepositsLessThan100000
4904,CommonStockOtherValueOutstanding
4912,DeferredTaxAssetsStateTaxes
4920,FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInOtherIncome
4921,FairValueDisclosureOffbalanceSheetRisksAmountLiability
4924,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetIssues
4925,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases
4926,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements
4927,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3
4928,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3
4929,FinancingReceivableAcquiredWithDeterioratedCreditQuality
4932,FinancingReceivableAllowanceForCreditLossesRecovery
4936,FinancingReceivableModificationsPostModificationRecordedInvestment1
4937,FinancingReceivableModificationsPreModificationRecordedInvestment1
4946,HeldToMaturitySecuritiesAmortizedCostBeforeOtherThanTemporaryImpairment
4947,HeldToMaturitySecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses
4948,HeldToMaturitySecuritiesContinuousUnrealizedLossPositionAggregateLosses
4949,HeldToMaturitySecuritiesContinuousUnrealizedLossPositionFairValue
4950,HeldToMaturitySecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses
4951,HeldToMaturitySecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue
4952,HeldToMaturitySecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue
4953,HeldToMaturitySecuritiesUnrecognizedHoldingLoss
4955,JuniorSubordinatedDebentureOwedToUnconsolidatedSubsidiaryTrust
4959,LoansReceivableHeldForSaleNet
4977,AcquiredIndefiniteLivedIntangibleAssetAmount
4989,CashCollateralForBorrowedSecurities
4990,CommunicationsAndInformationTechnology
4991,DefinedContributionPlanEmployerMatchingContributionPercent
4993,DepositLiabilitiesReclassifiedAsLoansReceivable1
4994,DerivativeFairValueOfDerivativeNet
4996,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare
4997,DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare
4999,DisposalGroupIncludingDiscontinuedOperationInterestIncome
5001,FairValueOptionChangesInFairValueGainLoss1
5002,FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresMaximumAmountAvailable
5003,FinancingReceivableModificationsSubsequentDefaultRecordedInvestment
5006,GeneralInsuranceExpense
5007,HeldToMaturitySecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue
5008,HeldToMaturitySecuritiesDebtMaturitiesAfterFiveThroughTenYearsNetCarryingAmount
5009,HeldToMaturitySecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue
5010,HeldToMaturitySecuritiesDebtMaturitiesAfterOneThroughFiveYearsNetCarryingAmount
5011,HeldToMaturitySecuritiesDebtMaturitiesAfterTenYearsFairValue
5012,HeldToMaturitySecuritiesDebtMaturitiesAfterTenYearsNetCarryingAmount
5023,IncreaseDecreaseInAssetsHeldForSale
5024,IncreaseDecreaseInLoansHeldForSale
5025,IndefinitelivedIntangibleAssetsAcquired
5027,NoninterestExpenseDistributionAndServicingFees
5037,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForWritedownOfSecuritiesNetOfTax
5038,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForWritedownOfSecuritiesTax
5040,PrincipalAmountOutstandingOnLoansHeldForSaleOrSecuritization
5043,StockholdersEquityOtherShares
5044,TimeDepositMaturitiesAfterYearFive
5053,AssetsSoldUnderAgreementsToRepurchaseCarryingAmounts
5061,DeferredCompensationArrangementWithIndividualDistributionsPaid
5064,DisposalGroupIncludingDiscontinuedOperationOtherAssets
5066,FairValueOptionCreditRiskGainsLossesOnLiabilities
5067,FinancingReceivableModificationsNumberOfContracts2
5077,HeldToMaturitySecuritiesUnrecognizedHoldingGains
5078,HeldToMaturitySecuritiesUnrecognizedHoldingLosses
5079,HeldtomaturitySecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLoss
5080,HeldtomaturitySecuritiesContinuousUnrealizedLossPositionAggregateLoss
5081,LoansAndLeasesReceivableImpairedCommitmentToLend
5084,PaymentsToAcquireHeldToMaturitySecurities
5085,SecuritiesPurchasedUnderAgreementsToResell
5089,TransferOfPortfolioLoansAndLeasesToHeldForSale1
5100,DisposalGroupIncludingDiscontinuedOperationOtherExpense
5103,FairValueInputsDiscountRate
5105,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain
5106,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss
5107,HeldToMaturitySecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss
5108,HeldToMaturitySecuritiesContinuousUnrealizedLossPositionAccumulatedLoss
5114,OtherOwnershipInterestsValue
5116,ProceedsFromDivestitureOfInterestInSubsidiariesAndAffiliates
5118,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueNonvested
5121,DeferredCompensationArrangementWithIndividualDistributionPaid
5124,HeldToMaturitySecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss
5129,IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment
5132,LoansReceivableHeldForSaleNetNotPartOfDisposalGroup
5133,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax
5134,CapitalLeasesNetInvestmentInDirectFinancingLeases
5137,DeferredTaxLiabilitiesInvestmentInNoncontrolledAffiliates
5139,FederalReserveBankStock
5140,IncomeTaxReconciliationDeductionsDividends
5142,IncreaseDecreaseInDerivativeAssets
5144,PaymentsForProceedsFromInvestments
5145,PaymentsToAcquireLeaseReceivables
5146,ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet
5149,AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesDiscountRate
5154,GainLossOnSecuritizationOfFinancialAssets
5157,NotesReceivableGross
5158,OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionAfterTax
5159,OtherDepreciationAndAmortization
5161,TransferToInvestments
5162,TransfersOfFinancialAssetsAccountedForAsSaleInitialFairValueOfAssetsObtainedAsProceeds
5164,AssetsFairValueAdjustment
5165,BusinessExitCosts1
5169,HeldToMaturitySecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions
5175,DerivativeNotionalAmount
5176,DirectFinancingLeaseResidualValueOfLeasedAsset
5177,DirectFinancingLeaseUnguaranteedResidualAsset
5178,FinancingReceivableNonaccrualInterestIncome
5180,IncomeTaxReconciliationTaxSettlements
5183,OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsPeriodIncreaseDecrease
5200,FairValueOfAssetsAcquired
5201,FinancingReceivableAllowanceForCreditLossesPeriodIncreaseDecrease
5203,FinancingReceivableNonaccrualNoAllowance
5204,FinancingReceivableOriginatedFiveOrMoreYearsBeforeLatestFiscalYear
5205,FinancingReceivableOriginatedFourYearsBeforeLatestFiscalYear
5206,FinancingReceivableOriginatedInCurrentFiscalYear
5207,FinancingReceivableOriginatedInFiscalYearBeforeLatestFiscalYear
5208,FinancingReceivableOriginatedThreeYearsBeforeLatestFiscalYear
5209,FinancingReceivableOriginatedTwoYearsBeforeLatestFiscalYear
5210,FinancingReceivableRevolving
5211,FinancingReceivableUnamortizedLoanFeeCost
5212,InterestExpenseOtherLongTermDebt
5221,OtherRealEstateAdditions
5222,OtherRealEstateDisposals
5224,PledgedAssetsSeparatelyReportedSecuritiesPledgedForFederalHomeLoanBankAtFairValue
5225,ProceedsFromIssuanceOfSeniorLongTermDebt
5226,ProceedsFromSaleOfForeclosedAssets
5231,TreasuryStockRetiredCostMethodAmount
5234,DebtInstrumentBasisSpreadOnVariableRate
5237,ProceedsFromIssuanceOfTrustPreferredSecurities
5259,FeesAndCommissionsFiduciaryAndTrustActivities
5270,IncreaseDecreaseInLifeInsuranceLiabilities
5275,InterestAndFeeIncomeLoansAndLeasesHeldForSale
5278,InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesShortTerm
5283,InterestIncomeFederalHomeLoanBankAdvances
5288,MortgageServicingRightsMSRImpairmentRecovery
5295,NoninterestIncomeOtherOperatingIncome
5297,OfficersCompensation
5298,OriginationOfMortgageServicingRightsMSRs
5301,OtherInterestAndDividendIncome
5311,PaymentsToPurchaseMortgageLoansHeldForSale
5312,ProceedsFromFederalHomeLoanBankBorrowings
5316,ProceedsFromPaymentsForInInterestBearingDepositsInBanks
5321,ProceedsFromSaleOfWhollyOwnedRealEstateAndRealEstateAcquiredInSettlementOfLoans
5325,RepaymentsOfFederalHomeLoanBankBorrowings
5326,SalariesAndWages
5328,ServicingFeesNet
5334,TaxesOther
5339,AncillaryFeeIncomeGeneratedByServicingFinancialAssetsAmount
5351,ContractuallySpecifiedServicingFeesAmount
5356,DividendsSharebasedCompensationPaidInKind
5360,EffectiveIncomeTaxRateReconciliationDeductionsEmployeeStockOwnershipPlanDividends
5361,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLifeInsurance
5363,EffectiveIncomeTaxRateReconciliationTaxCreditsOther
5368,EmployeeStockOwnershipPlanESOPCashContributionsToESOP
5369,EmployeeStockOwnershipPlanESOPNumberOfAllocatedShares
5375,FeesAndCommissionsMortgageBanking
5388,IncomeTaxRateReconciliationDeductionsEmployeeStockOwnershipPlanDividends
5391,IncomeTaxReconciliationNondeductibleExpenseLifeInsurance
5393,IncomeTaxReconciliationTaxCreditsOther
5398,InterestExpenseNOWAccountsMoneyMarketAccountsAndSavingsDeposits
5399,InterestExpenseTimeDeposits100000OrMore
5400,InterestExpenseTimeDepositsLessThan100000
5402,LateFeeIncomeGeneratedByServicingFinancialAssetsAmount
5408,LoansAndLeasesReceivableRelatedParties
5420,PaymentsForProceedsFromFederalHomeLoanBankStock
5429,RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty
5432,ServicingAssetAtFairValueAdditions
5433,ServicingAssetAtFairValueChangesInFairValueResultingFromChangesInValuationInputsOrChangesInAssumptions
5434,ServicingAssetAtFairValueOtherChangesInFairValue
5435,ServicingAssetAtFairValueOtherChangesThatAffectBalance
5436,ServicingAssetsAndServicingLiabilitiesAtFairValueAssumptionsUsedToEstimateFairValueDiscountRate
5437,ServicingAssetsAndServicingLiabilitiesAtFairValueAssumptionsUsedToEstimateFairValueExpectedCreditLosses
5438,ServicingAssetsAndServicingLiabilitiesAtFairValueAssumptionsUsedToEstimateFairValuePrepaymentSpeed
5443,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedInPeriodFairValue
5460,BrokerageCommissionsRevenue
5461,CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations
5473,DepositsNegotiableOrderOfWithdrawalNOW
5475,FairValueAssetsMeasuredOnRecurringBasisGainLossIncludedInOtherIncome
5476,FairValueDisclosureOffbalanceSheetRisksFaceAmountLiability
5477,FederalHomeLoanBankAdvancesBranchOfFHLBBankWeightedAverageInterestRate
5478,FederalHomeLoanBankAdvancesLongTerm
5490,FinancingReceivablesImpairedTroubledDebtRestructuringWriteDown
5497,LoansAndLeasesReceivableLoansInProcess
5499,LoansAndLeasesReceivableRelatedPartiesAdditions
5500,LoansAndLeasesReceivableRelatedPartiesCollections
5501,LoansHeldForSaleMortgages
5503,ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities
5521,AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost
5526,FederalHomeLoanBankAdvancesActivityForYearAverageBalanceOfAgreementsOutstanding
5527,FederalHomeLoanBankAdvancesBranchOfFHLBBankAmountOfAdvancesByBranch
5528,FederalHomeLoanBankAdvancesBranchOfFHLBBankInterestRateRangeFrom
5529,FederalHomeLoanBankAdvancesBranchOfFHLBBankInterestRateRangeTo
5530,FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresCollateralPledged1
5532,FederalHomeLoanBankAdvancesMaturitiesSummaryDueAfterFiveYearsOfBalanceSheetDate
5533,FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromFourToFiveYearsOfBalanceSheetDate
5534,FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromOneToTwoYearsOfBalanceSheetDate
5535,FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromThreeToFourYearsOfBalanceSheetDate
5536,FederalHomeLoanBankAdvancesMaturitiesSummaryDueFromTwoToThreeYearsOfBalanceSheetDate
5549,HeldToMaturitySecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue
5550,HeldToMaturitySecuritiesDebtMaturitiesWithoutSingleMaturityDateNetCarryingAmount
5593,Capital
5594,CapitalRequiredForCapitalAdequacy
5596,CapitalToRiskWeightedAssets
5597,CertificatesOfDepositAtCarryingValue
5607,NetCashProvidedByUsedInContinuingOperations
5609,ProductLiabilityContingencyLossExposureNotAccruedHighEstimate
5610,ProductLiabilityContingencyLossExposureNotAccruedLowEstimate
5611,SecuritiesSoldUnderAgreementsToRepurchaseGross
5612,ServicingAssetAtAmortizedValuePeriodIncreaseDecrease
5614,TierOneLeverageCapital
5615,TierOneLeverageCapitalRequiredForCapitalAdequacy
5617,TierOneLeverageCapitalToAverageAssets
5618,TierOneRiskBasedCapital
5619,TierOneRiskBasedCapitalRequiredForCapitalAdequacy
5621,TierOneRiskBasedCapitalToRiskWeightedAssets
5624,AvailableForSaleEquitySecuritiesAmortizedCostBasis
5626,CommonStockDividendsShares
5630,EffectiveIncomeTaxRateReconciliationTaxCreditsInvestment
